nom;statut;type;adresse;code_postal;ville;email;telephone;site_web;latitude;longitude;saison;danses;familles_de_danses;url_fiche;slug
CO'DANCE ACADEMY;affiliated;AFFILIATED_STRUCTURE;3 Impasse des lilas;01390;ST ANDRE DE CORCY;codanceacademy@gmail.com;0611708553;;45.9234913;4.9588504;2026;Boogie Formation | Boogie Juniors | Boogie Main Class | Boogie Rising Star | Boogie Seniors | Boogie Woogie | Boogie Woogie Fédéral | Formation Rock Girls | Formation Rock Juniors | Formation Rock Ladies | Formation Rock Main Class | Formation Rock Main Class Quattro | Hip Hop | Jazz | Lindy Hop | Lindy Hop Fédéral | Rock | Rock Acrobatique | Rock Acrobatique Fédéral | Rock Artistique Fédéral | Rock Children | Rock Couple Dance Show | Rock Formation | Rock Juniors | Rock Juveniles | Rock Main Class Contact Style | Rock Main Class Free Style | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Rock'n'Roll | Small Formation Rock Ladies | Small formation Rock Girls | West Coast Swing;Boogie-Woogie | Danses hip-hop | Modern jazz | Jazz | Lindy hop | Rock'n'roll | Rock acrobatique | Rock sauté | West Coast Swing;https://www.ffdanse.fr/structures/2880-co-dance-academy;2880-co-dance-academy
Cocarde Modern Jazz;affiliated;AFFILIATED_STRUCTURE;Mairie;33112;ST LAURENT MEDOC;cocardemodernjazz@gmail.com;0673019491;;45.1512178;-0.8220452;2026;Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/675-cocarde-modern-jazz;675-cocarde-modern-jazz
Cocktail Dance;affiliated;AFFILIATED_STRUCTURE;2 RUE EDITH PIAF Résidence Magellan - App 36;97438;SAINTE MARIE;cocktaildance4@gmail.com;0692025161;;0;0;2026;Autres Danses | Latines | OLD : Salsa, Bachata, Kizomba | Societe | Tango Argentin;Danses latines | Salsa | Bachata | Danses de salon | Tango argentin;https://www.ffdanse.fr/structures/2020-cocktail-dance;2020-cocktail-dance
Cold Lands Angels;affiliated;AFFILIATED_STRUCTURE;250 RUE DU JACQUIN;38140;APPRIEU;ange.dido38@gmail.com;0681025362;;45.3973025;5.4985031;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/867-cold-lands-angels;867-cold-lands-angels
COLLECTIF ULTIMATUM;affiliated;AFFILIATED_STRUCTURE;22 BIS AVENUE DES GRANDES VARENNES;17000;LA ROCHELLE;collectifultimatum@live.fr;0782507938;www.collectifultimatum.com;46.1686793;-1.1772382;2026;Breaking;Breaking;https://www.ffdanse.fr/structures/3917-collectif-ultimatum;3917-collectif-ultimatum
COLLECTIF ZUMBA ARTEMARE;affiliated;AFFILIATED_STRUCTURE;6 bis rue du colombier;01510;Artemare;collectifzumbaartemare@gmail.com;0767350888;;45.872239;5.69505;2026;Zumba;Zumba;https://www.ffdanse.fr/structures/3197-collectif-zumba-artemare;3197-collectif-zumba-artemare
Colli'Dance;recently_disaffiliated;UNAFFILIATED_STRUCTURE;4 rue haute;02860;colligis crandelain;collidance@gmail.com;0615438859;;49.4688366;3.6320389;;;;https://www.ffdanse.fr/structures/4396-colli-dance;4396-colli-dance
Colmar New Dance Club;affiliated;AFFILIATED_STRUCTURE;1, route de Strasbourg;68000;Colmar;isabellescaravella24@gmail.com;0389825228;;48.089188923722;7.3590382803566;2026;Dix Danses | Latines | Standards;Danses latines | Danses standards;https://www.ffdanse.fr/structures/1357-colmar-new-dance-club;1357-colmar-new-dance-club
COLOMAR'SWING;affiliated;AFFILIATED_STRUCTURE;3 RUE ETIENNE CURTI;06670;COLOMARS;colomarswing@gmail.com;0683526131;;43.7638251;7.222361;2026;Societe;Danses de salon;https://www.ffdanse.fr/structures/2344-colomar-swing;2344-colomar-swing
COLOR DANCE SALBRIS;affiliated;AFFILIATED_STRUCTURE;33 boulevard de la république;41300;SALBRIS;colordance41@yahoo.com;0761375225;;47.4249961;2.0534906;2026;Danse en solo Latine | Danses Solo | Eveil à la Danse | Jazz | Orientale | Street Dance | Teams SBK | Zumba;Modern jazz | Jazz | Danses ethniques | Danses hip-hop | Salsa | Bachata | Kizomba | Zumba;https://www.ffdanse.fr/structures/4995-color-dance-salbris;4995-color-dance-salbris
COMA danse du centre;affiliated;AFFILIATED_STRUCTURE;34 Rue des Châtaigniers;95100;ARGENTEUIL;danseducentre@aol.com;0618623122;;48.956282;2.2528165;2026;Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/1971-coma-danse-du-centre;1971-coma-danse-du-centre
COMA Jean Guimier;affiliated;AFFILIATED_STRUCTURE;Mme RETAUD MONIQUE 12 SQUARE AQUITAINE;95100;ARGENTEUIL;comargenteuil@aol.com;0631270295;;0;0;2026;Contemporain | Jazz;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/1959-coma-jean-guimier;1959-coma-jean-guimier
Comb'danses;affiliated;AFFILIATED_STRUCTURE;Le Bourg, Mairie;63390;GOUTTIERES;comb.danses@gmail.com;0685216710;;46.065377;2.7692844;2026;Rock | Rock et DA | Rock'n'Roll | Country And Line;Rock'n'roll | Rock sauté | Country & line;https://www.ffdanse.fr/structures/5449-comb-danses;5449-comb-danses
Comité d'animation de Bapeaume;affiliated;AFFILIATED_STRUCTURE;1 rue de la pommeraie;76380;CANTELEU;delahayejac@wanadoo.fr;0622766546;;49.4510224;1.0247823;2026;Eveil à la Danse | Standards;Danses standards;https://www.ffdanse.fr/structures/4022-comite-d-animation-de-bapeaume;4022-comite-d-animation-de-bapeaume
Comité départemental Ain;committee;DEPARTMENTAL_COMMITTEE;207 impasse La Croix;01330;Villars les Dombes;ain@ffdanse.fr;0616295258;;45.997181;5.0556117;;;;https://www.ffdanse.fr/structures/16-comite-departemental-ain;16-comite-departemental-ain
Comité départemental Aisne;committee;DEPARTMENTAL_COMMITTEE;16 ROUTE DE COUCY;02200;CUFFIES;m.trinon@orange.fr;0670643801;;49.530009;3.756759;;;;https://www.ffdanse.fr/structures/2059-comite-departemental-aisne;2059-comite-departemental-aisne
Comité départemental Allier (en attente de création);committee;DEPARTMENTAL_COMMITTEE;-;03000;Moulins;rclodong@ffdanse.fr;0637316133;;46.568059;3.334417;;;;https://www.ffdanse.fr/structures/17-comite-departemental-allier-en-attente-de-creation;17-comite-departemental-allier-en-attente-de-creation
Comité départemental Alpes-de-Haute-Provence;committee;DEPARTMENTAL_COMMITTEE;plan d'eau des ferreols, studio 57;04000;Digne Les Bains;alpes.de.haute.provence@ffdanse.fr;0492315180;;44.0794715;6.213371;;;;https://www.ffdanse.fr/structures/18-comite-departemental-alpes-de-haute-provence;18-comite-departemental-alpes-de-haute-provence
Comité départemental Alpes-Maritimes;committee;DEPARTMENTAL_COMMITTEE;Place de l'église;06560;VALBONNE SOPHIA ANTIPOLIS;alpes.maritimes@ffdanse.fr;04 89 02 57 02;http://www.alpes-maritimes.ffdanse.org;43.6163539;7.0552218;;;;https://www.ffdanse.fr/structures/20-comite-departemental-alpes-maritimes;20-comite-departemental-alpes-maritimes
Comité départemental Ardennes (en attente de création);committee;DEPARTMENTAL_COMMITTEE;-;08000;Charleville-Mézières;grand.est@ffdanse.fr;0140165338;;49.762085;4.726096;;;;https://www.ffdanse.fr/structures/2135-comite-departemental-ardennes-en-attente-de-creation;2135-comite-departemental-ardennes-en-attente-de-creation
Comité départemental Ardèche;committee;DEPARTMENTAL_COMMITTEE;4 CHEMIN DES LAVANDES;07200;AUBENAS;ardeche@ffdanse.fr;0624272429;;44.6093391;4.4020869;;;;https://www.ffdanse.fr/structures/21-comite-departemental-ardeche;21-comite-departemental-ardeche
Comité départemental Ariège (en attente de création);committee;DEPARTMENTAL_COMMITTEE;-;09000;Foix;occitanie@ffdanse.fr;0140165338;;42.964127;1.605232;;;;https://www.ffdanse.fr/structures/2191-comite-departemental-ariege-en-attente-de-creation;2191-comite-departemental-ariege-en-attente-de-creation
Comité départemental Aube;committee;DEPARTMENTAL_COMMITTEE;5 rue marie curie, salle 101;10000;Troyes;comitedanseaube@gmail.com;0651866065;;48.2710963;4.075052;;;;https://www.ffdanse.fr/structures/22-comite-departemental-aube;22-comite-departemental-aube
Comité départemental Aude;committee;DEPARTMENTAL_COMMITTEE;32 rue Jean Nicot;11210;Port La Nouvelle;aude@ffdanse.fr;0616293098;;43.016816;3.055401;;;;https://www.ffdanse.fr/structures/23-comite-departemental-aude;23-comite-departemental-aude
Comité départemental Aveyron (en attente de création);committee;DEPARTMENTAL_COMMITTEE;-;12000;Rodez;occitanie@ffdanse.fr;0140165338;;44.349389;2.575986;;;;https://www.ffdanse.fr/structures/2119-comite-departemental-aveyron-en-attente-de-creation;2119-comite-departemental-aveyron-en-attente-de-creation
Comité départemental Bas-Rhin;committee;DEPARTMENTAL_COMMITTEE;Maison départementale des sports 4, rue Jean Mentelin BP 95028;67035;STRASBOURG;bas.rhin@ffdanse.fr;0609109311;;48.5771018;7.7039716;;;;https://www.ffdanse.fr/structures/74-comite-departemental-bas-rhin;74-comite-departemental-bas-rhin
Comité départemental Bouches-du-Rhône;committee;DEPARTMENTAL_COMMITTEE;7 allée de Font Sarade;13500;Martigues;bouches.du.rhone@ffdanse.fr;0442073709;http://www.bouches.du.rhone.ffdanse.fr;43.4001765;5.0510344;2026;Africaine | Bollywood | Boogie Woogie | Cabaret | Claquettes | Classique | Comedie Musicale | Contemporain | ancien nom à supprimer | Country And Line | Danse Historique | Danse Show | Danse Verticale | Disco | Flamenco | Folklorique | Hip Hop | Indienne | Jazz | Latines | Latino Caraibes | Lindy Hop | Orientale | Pole Dance | Rock et DA | OLD : Salsa, Bachata, Kizomba | Societe | Square Dance | Standards | Street Dance | Tango Argentin | West Coast Swing | Autres Danses | Dix Danses | Autres Danses Du Monde | Rock Acrobatique | Rock Formation | Rock'n'Roll | Rock Saute | Zumba | Regards chorégraphiques | Afro-caribéennes | Afro-contemporaine | Breaking | Locking | Poping | House | New Style | Krump | Danse aérienne | Danse sacrée | Ragga | Barre au Sol | Danses Solo | Eveil à la Danse | Salsa | Bachata | Kizomba | Show Latino Caraïbe | Transversal | Show Dance Latine | Show Dance Standard | Solo Team Lat / Std | Danse Inclusive | Teams SBK | Rock | Pole Sport | Kizomba Chorégraphie | Kizomba Improvisation Urban | Kizomba Improvisation Traditionnelle | Salsa Team Couple | Salsa Team Styling | Rock'n Roll Fédéral | Rock Artistique Fédéral | Rock Acrobatique Fédéral | Boogie Woogie Fédéral | Rock Children | Rock Juveniles | Rock Juniors | Rock Couple Dance Show | Rock Main Class Contact Style | Rock Main Class Free Style | Boogie Juniors | Boogie Rising Star | Boogie Main Class | Boogie Seniors | Small formation Rock Girls | Small Formation Rock Ladies | Formation Rock Juniors | Formation Rock Girls | Formation Rock Ladies | Formation Rock Main Class Quattro | Formation Rock Main Class | Boogie Formation | Bachata Team Couple | Bachata Team Styling | Danse en solo Latine | Danse en solo Standard | Danse en solo Latine NON | Danse en solo Standard NON | Duo bachata Shines | Duo salsa Shines | Parapole Artistique | Parapole sport | Lindy Hop Fédéral | Lindy Hop Junior | Lindy Hop Main Class | Lindy Hop Senior 1 | Lindy Hop Senior 2 | Lindy Hop Show case | Danse inversée | Pilates | Jazz duo | Jazz groupe | Zouk | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse en Couple - DC | DC Pro AM | Country Danse en Formation - DF Duo | Country Danse en Formation - DF Quad | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Show Team | Country Danse en Formation - DF Cabaret Team | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | K-Pop | Yoga danse;Danses ethniques | Boogie-Woogie | Cabaret | Claquettes | Classique | Comédie musicale | Ateliers de création | Contemporain | Country & line | Danse historique | Disco | Danses aériennes | Flamenco | Danses traditionnelles | Danses hip-hop | Modern jazz | Jazz | Danses latines | Danses latino-caraïbes | Lindy hop | Pole dance | Rock sauté | Salsa | Bachata | Danses de salon | Danses standards | Tango argentin | West Coast Swing | Rock acrobatique | Rock'n'roll | Zumba | Afro-jazz | Breaking | Barre au sol classique | Barre au sol contemporaine | Kizomba | Pole sport;https://www.ffdanse.fr/structures/24-comite-departemental-bouches-du-rhone;24-comite-departemental-bouches-du-rhone
Comité départemental Cantal;committee;DEPARTMENTAL_COMMITTEE;CDOS 130 av du général LECLERC;15000;Aurillac;cantal@ffdanse.fr;0619134327;;44.9063627;2.4493404;;;;https://www.ffdanse.fr/structures/26-comite-departemental-cantal;26-comite-departemental-cantal
Comité départemental Charente (en attente de création);committee;DEPARTMENTAL_COMMITTEE;Place de la Mairie;16000;Angoulême;secretariat@ffdanse.fr;0140165338;;45.648626;0.156151;;;;https://www.ffdanse.fr/structures/27-comite-departemental-charente-en-attente-de-creation;27-comite-departemental-charente-en-attente-de-creation
Comité départemental Charente-Maritime (en attente de création);committee;DEPARTMENTAL_COMMITTEE;Place de la Mairie;17000;La Rochellle;secretariat@ffdanse.fr;0140165338;;46.1597756;-1.1514619;;;;https://www.ffdanse.fr/structures/28-comite-departemental-charente-maritime-en-attente-de-creation;28-comite-departemental-charente-maritime-en-attente-de-creation
Comité départemental Cher;committee;DEPARTMENTAL_COMMITTEE;43 ALLEE DES JARDINS DE LA MARGELLE;18570;MORTHOMIERS;cher@ffdanse.fr;06 03 08 12 59;http://www.cher.ffdanse.org;47.0336639;2.2768059;2026;Africaine | Bollywood | Boogie Woogie | Cabaret | Claquettes | Classique | Comedie Musicale | Contemporain | ancien nom à supprimer | Country And Line | Danse Historique | Danse Show | Danse Verticale | Disco | Flamenco | Folklorique | Hip Hop | Indienne | Jazz | Latines | Latino Caraibes | Lindy Hop | Orientale | Pole Dance | Rock et DA | OLD : Salsa, Bachata, Kizomba | Societe | Square Dance | Standards | Street Dance | Tango Argentin | West Coast Swing | Autres Danses | Dix Danses | Autres Danses Du Monde | Rock Acrobatique | Rock Formation | Rock'n'Roll | Rock Saute | Zumba | Regards chorégraphiques | Afro-caribéennes | Afro-contemporaine | Breaking | Locking | Poping | House | New Style | Krump | Danse aérienne | Danse sacrée | Ragga | Barre au Sol | Danses Solo | Eveil à la Danse | Salsa | Bachata | Kizomba | Show Latino Caraïbe | Transversal | Show Dance Latine | Show Dance Standard | Solo Team Lat / Std | Danse Inclusive | Teams SBK | Rock | Pole Sport | Kizomba Chorégraphie | Kizomba Improvisation Urban | Kizomba Improvisation Traditionnelle | Salsa Team Couple | Salsa Team Styling | Rock'n Roll Fédéral | Rock Artistique Fédéral | Rock Acrobatique Fédéral | Boogie Woogie Fédéral | Rock Children | Rock Juveniles | Rock Juniors | Rock Couple Dance Show | Rock Main Class Contact Style | Rock Main Class Free Style | Boogie Juniors | Boogie Rising Star | Boogie Main Class | Boogie Seniors | Small formation Rock Girls | Small Formation Rock Ladies | Formation Rock Juniors | Formation Rock Girls | Formation Rock Ladies | Formation Rock Main Class Quattro | Formation Rock Main Class | Boogie Formation | Bachata Team Couple | Bachata Team Styling | Danse en solo Latine | Danse en solo Standard | Danse en solo Latine NON | Danse en solo Standard NON | Duo bachata Shines | Duo salsa Shines | Parapole Artistique | Parapole sport | Lindy Hop Fédéral | Lindy Hop Junior | Lindy Hop Main Class | Lindy Hop Senior 1 | Lindy Hop Senior 2 | Lindy Hop Show case | Danse inversée | Pilates | Jazz duo | Jazz groupe | Zouk | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse en Couple - DC | DC Pro AM | Country Danse en Formation - DF Duo | Country Danse en Formation - DF Quad | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Show Team | Country Danse en Formation - DF Cabaret Team | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | K-Pop | Yoga danse | Team Show;Danses ethniques | Boogie-Woogie | Cabaret | Claquettes | Classique | Comédie musicale | Ateliers de création | Contemporain | Country & line | Danse historique | Disco | Danses aériennes | Flamenco | Danses traditionnelles | Danses hip-hop | Modern jazz | Jazz | Danses latines | Danses latino-caraïbes | Lindy hop | Pole dance | Rock sauté | Salsa | Bachata | Danses de salon | Danses standards | Tango argentin | West Coast Swing | Rock acrobatique | Rock'n'roll | Zumba | Afro-jazz | Breaking | Barre au sol classique | Barre au sol contemporaine | Kizomba | Pole sport;https://www.ffdanse.fr/structures/29-comite-departemental-cher;29-comite-departemental-cher
Comité départemental Corrèze (en attente de création);committee;DEPARTMENTAL_COMMITTEE;Place de la Mairie;19000;Tulle;secretariat@ffdanse.fr;0140165338;;45.2659419;1.7717511;;;;https://www.ffdanse.fr/structures/30-comite-departemental-correze-en-attente-de-creation;30-comite-departemental-correze-en-attente-de-creation
Comité départemental Creuse (en attente de création);committee;DEPARTMENTAL_COMMITTEE;Place de la Mairie;23000;Guéret;secretariat@ffdanse.fr;0140165338;;46.1693594;1.8715015;;;;https://www.ffdanse.fr/structures/33-comite-departemental-creuse-en-attente-de-creation;33-comite-departemental-creuse-en-attente-de-creation
Comité départemental Côte-d'Or;committee;DEPARTMENTAL_COMMITTEE;7/9 rue Plein de Pouilly, Espace Municipal Renan;21000;DIJON;cote.dor@ffdanse.fr;06 10 36 81 62;http://www.cote-dor.ffdanse.org;47.3441671;5.0459578;;;;https://www.ffdanse.fr/structures/31-comite-departemental-cote-d-or;31-comite-departemental-cote-d-or
Comité départemental Côtes-d'Armor;committee;DEPARTMENTAL_COMMITTEE;Maison des Sports 18 Rue Pierre De Coubertin;22440;PLOUFRAGAN;cotes.darmor@ffdanse.fr;0296226070;http://www.cotes-darmor.ffdanse.org/;48.499673;-2.764338;;;;https://www.ffdanse.fr/structures/32-comite-departemental-cotes-d-armor;32-comite-departemental-cotes-d-armor
Comité départemental Deux-Sèvres;committee;DEPARTMENTAL_COMMITTEE;-;79000;Niort;secretariat@ffdanse.fr;0140165338;;46.323716;-0.464777;;;;https://www.ffdanse.fr/structures/84-comite-departemental-deux-sevres;84-comite-departemental-deux-sevres
